bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
the market,798,2,0,0,0,0,0,2
tar heel,797,17,44,0,0,1,0,62
always horny,797,28,7,3,5,3,1,47
things you,797,10,19,1,0,1,1,32
meeting new,797,13,6,3,0,1,0,23
daughter and,797,1,14,0,0,0,0,15
service to,797,0,4,1,0,1,0,6
phil 4,797,0,3,0,0,0,0,3
of every,796,14,19,2,1,3,0,39
will find,796,10,11,0,1,0,1,23
and research,796,9,4,1,1,0,0,15
nail tech,796,0,12,1,0,0,0,13
chiefs fan,796,8,2,1,0,0,0,11
opportunities for,796,4,2,0,0,0,0,6
the globe,796,4,1,0,0,0,0,5
safe space,795,33,85,14,9,12,2,155
a blue,795,25,23,1,2,3,0,54
now i’m,795,15,23,2,3,4,1,48
from your,795,7,9,1,0,3,0,20
our lives,795,7,11,2,0,0,0,20
keller williams,795,0,1,0,0,0,0,1
and books,794,19,62,4,4,5,1,95
in history,794,28,25,2,1,1,0,57
see in,794,12,20,3,2,4,0,41
to everyone,794,15,17,2,1,0,0,35
you happy,794,8,18,1,1,1,2,31
up a,794,11,12,0,1,0,0,24
kid from,794,15,4,0,3,2,0,24
most people,794,13,9,0,0,0,0,22
space for,793,19,34,15,2,2,2,74
of politics,793,31,24,1,3,0,2,61
age of,793,19,23,2,2,2,1,49
would you,793,15,21,4,0,7,0,47
with any,793,12,17,1,1,3,1,35
god for,793,1,6,2,0,2,0,11
a private,793,1,4,0,1,0,0,6
sports news,793,1,3,1,0,0,0,5
forex trader,793,0,0,0,0,0,0,0
read and,792,11,37,1,0,2,0,51
that matters,792,8,14,4,2,2,0,30
of content,791,18,17,4,1,1,1,42
force veteran,791,12,9,1,0,1,0,23
miss you,791,7,13,1,1,1,0,23
my cats,790,27,92,7,3,16,0,145
a b,790,9,10,9,1,2,0,31
tweets from,790,12,8,0,0,1,1,22
a l,790,7,4,3,1,2,0,17
the present,790,5,5,2,0,2,0,14
through christ,790,0,2,0,0,0,0,2
product designer,789,44,44,4,5,4,1,102
shows and,789,12,31,2,3,4,0,52
as seen,789,22,18,1,1,3,0,45
every time,789,10,14,3,1,1,0,29
o n,789,3,11,1,1,2,0,18
hey i'm,788,44,32,15,7,12,8,118
woman in,788,1,47,0,0,4,1,53
good person,788,22,18,1,1,4,0,46
can change,788,8,14,2,0,1,0,25
loving and,788,1,10,0,0,0,0,11
come check,788,5,3,1,0,0,0,9
need of,787,20,31,3,0,5,0,59
mayor of,787,27,22,2,2,2,0,55
and every,787,11,16,0,1,3,0,31
1 1,787,8,9,0,0,0,0,17
do art,786,61,74,43,21,23,7,229
i sing,786,24,38,5,3,4,0,74
be able,786,7,10,1,0,3,0,21
state alumni,786,4,11,1,1,0,0,17
generation of,786,3,6,0,0,0,0,9
next level,786,0,3,1,0,1,0,5
and animals,785,16,31,5,0,4,0,56
me http,785,15,19,7,4,3,1,49
not on,785,20,16,0,2,2,0,40
on fb,785,4,13,0,1,0,0,18
the difference,785,6,2,5,0,0,0,13
basketball player,785,7,1,0,0,0,0,8
are your,784,2,6,1,1,1,0,11
community for,784,2,7,1,0,0,0,10
is nothing,784,4,5,0,0,1,0,10
national champion,784,5,2,0,0,1,0,8
idea what,783,32,56,9,10,7,2,116
coffee drinker,783,21,63,0,2,3,0,89
chicago bears,783,7,4,0,0,0,0,11
braves fan,783,7,3,0,0,0,0,10
us in,783,1,4,2,0,0,0,7
candidate at,782,60,100,5,4,7,1,177
treat people,782,4,73,2,0,13,0,92
and editor,782,36,43,4,2,1,2,88
gamer i,782,35,15,2,1,5,2,60
don't need,782,9,19,1,3,0,1,33
between the,782,11,10,0,0,0,0,21
words in,781,46,140,5,4,11,0,206
me know,781,20,11,4,4,1,0,40
the ground,781,15,18,2,3,1,0,39
kind and,781,15,20,1,1,0,0,37
know where,781,6,15,0,1,1,1,24
and grandmother,781,0,3,0,0,0,0,3
social work,780,18,45,5,7,6,0,81
sick of,780,13,25,1,1,3,1,44
sports politics,780,25,16,0,0,2,0,43
without the,780,14,21,2,0,2,0,39
guy and,780,27,1,0,2,0,0,30
watching the,780,8,14,1,0,1,0,24
average guy,780,12,0,0,0,0,0,12
businesses and,780,2,2,0,0,0,0,4
gay and,779,88,27,11,22,9,2,159
writer director,779,37,34,5,3,7,0,86
team member,779,27,27,3,2,2,0,61
the web,779,16,10,1,6,0,0,33
one can,779,11,14,4,0,0,0,29
mind is,779,7,7,3,1,0,0,18
faith and,779,4,9,0,0,0,0,13
tips and,779,5,4,3,0,0,0,12
families and,779,1,3,1,0,0,0,5
will come,778,4,16,0,1,1,0,22
your feelings,778,3,7,3,0,0,0,13
strength and,778,2,1,2,0,0,0,5
company in,778,3,1,0,0,0,0,4
only please,777,73,38,21,13,10,5,160
some guy,777,67,2,2,5,1,1,78
loving it,777,11,7,3,1,1,1,24
we know,777,5,12,1,1,0,0,19
know your,777,1,8,2,0,0,0,11
mi vida,777,1,3,1,0,0,1,6
inc is,777,0,0,0,0,0,0,0
filled with,776,12,26,6,2,6,1,53
did you,776,14,27,3,2,3,1,50
made it,776,9,17,0,2,1,0,29
making it,776,10,14,0,1,3,0,28
and bred,776,7,16,0,0,3,0,26
in austin,776,9,11,2,0,1,0,23
avid sports,776,3,3,0,0,0,0,6
we create,776,2,0,1,0,0,0,3
senior editor,775,41,66,3,0,3,1,114
whatever i,775,21,18,7,5,4,0,55
a year,775,13,15,1,0,2,0,31
self love,775,2,19,2,0,2,0,25
write and,774,37,46,10,6,9,3,111
usa today,774,6,51,0,0,1,0,58
girl from,774,2,25,1,0,1,0,29
outdoors and,774,10,13,0,0,1,0,24
become the,774,4,7,1,3,0,0,15
yeah i,773,17,24,4,3,2,1,51
a youtube,773,26,4,2,3,4,0,39
less than,773,10,13,1,1,2,0,27
in southern,773,9,5,0,0,2,0,16
fellow at,772,33,41,1,0,1,0,76
while i,772,22,19,2,2,2,0,47
me -,772,12,21,8,1,2,1,45
free agent,772,23,8,2,4,0,0,37
oh yeah,772,17,11,4,1,0,0,33
momma to,772,0,25,0,0,2,0,27
is available,772,10,12,1,0,0,0,23
life like,772,9,11,0,0,1,0,21
golf course,772,1,1,0,0,0,0,2
post my,771,34,37,16,4,11,1,103
and likes,771,54,18,2,4,2,0,80
my dms,771,24,30,4,4,5,0,67
a personal,771,20,29,4,0,8,0,61
me from,771,23,22,9,2,3,2,61
contributor to,771,31,24,1,2,2,0,60
working at,771,25,24,1,0,0,0,50
thing i,771,19,19,2,1,2,0,43
and counting,771,21,17,3,1,1,0,43
those that,771,7,7,3,2,0,0,19
final fantasy,770,74,56,13,7,17,4,171
my book,770,23,32,4,3,1,1,64
college graduate,770,14,15,1,0,1,1,32
for collabs,770,12,4,4,5,4,1,30
for content,770,12,12,2,0,1,1,28
and development,770,14,7,0,2,0,1,24
me now,770,9,12,1,0,2,0,24
is key,770,4,9,0,0,0,0,13
to http,770,5,2,2,0,0,0,9
students to,770,1,3,0,0,0,0,4
with kindness,769,2,82,3,0,11,0,98
writer producer,769,23,30,2,1,2,1,59
tweet at,769,17,17,2,2,1,1,40
love making,769,16,13,1,2,1,0,33
and two,769,11,16,1,0,1,0,29
college and,769,8,5,0,0,0,0,13
freedom is,769,1,2,1,0,0,0,4
do that,768,16,15,1,2,3,0,37
decided to,768,13,16,1,2,2,1,35
we the,768,8,3,0,0,1,0,12
go on,767,24,23,0,1,1,2,51
becoming a,767,19,13,7,2,2,0,43
meet ups,767,1,18,1,1,3,0,24
stay positive,767,5,14,1,0,0,0,20
and beautiful,767,5,10,0,3,0,1,19
health wellness,767,0,8,1,0,0,0,9
art i,766,36,42,15,4,11,2,110
once in,766,17,28,1,2,6,0,54
f ck,766,19,15,2,1,1,0,38
the daily,766,12,18,1,0,0,0,31
hmu for,766,5,6,1,2,0,1,15
hopeless romantic,765,20,31,4,2,8,1,66
coordinator for,765,20,28,7,1,2,0,58
keep my,765,11,25,3,0,1,0,40
a future,765,9,14,0,0,2,0,25
licensed in,765,2,3,0,1,0,0,6
world news,765,1,2,0,1,0,0,4
please visit,765,1,2,0,0,0,0,3
conservative patriot,765,0,0,0,0,0,0,0
a hot,764,20,41,7,3,2,0,73
change is,764,19,28,2,0,2,0,51
27 years,764,15,22,3,5,1,4,50
made this,764,19,18,6,3,3,0,49
a random,764,24,16,4,2,1,0,47
keep moving,764,11,11,2,0,0,0,24
white house,764,4,11,0,0,0,0,15
college basketball,764,5,2,1,0,0,0,8
a national,764,0,3,0,0,0,0,3
18 and,763,27,13,4,2,4,1,51
fall in,763,6,22,4,2,3,1,38
i found,763,7,20,0,0,3,0,30
jokes and,762,47,25,7,2,3,1,85
program manager,762,30,33,3,0,2,0,68
of twitter,762,22,10,0,1,1,1,35
black belt,762,20,10,1,0,1,0,32
you enjoy,762,16,8,3,3,2,0,32
junkie and,762,18,10,0,1,0,0,29
moving forward,762,13,11,2,0,0,0,26
go follow,762,12,5,3,2,2,0,24
good guy,762,11,1,0,2,0,0,14
pol tica,762,0,1,0,0,0,0,1
artist musician,761,40,33,10,6,14,2,105
just keep,761,11,19,2,1,0,0,33
and teacher,761,11,13,0,0,1,0,25
loving my,761,5,8,3,1,1,0,18
the team,761,6,6,1,0,1,0,14
to empower,761,2,5,0,0,1,0,8
very much,760,31,37,9,1,8,1,87
my whole,760,13,28,3,3,8,0,55
dir of,760,26,26,1,1,1,0,55
on https,760,21,6,3,3,2,1,36
man that,760,5,4,0,0,0,0,9
highly favored,760,3,3,0,0,1,0,7
from around,760,2,2,0,0,0,0,4
18 i,759,45,33,16,10,15,1,120
a damn,759,20,26,1,1,2,0,50
anime manga,758,29,33,3,0,8,2,75
own retweets,758,19,24,1,1,1,1,47
to call,758,25,11,2,1,1,1,41
chat with,758,10,5,2,0,0,0,17
we also,758,1,3,0,0,1,0,5
let's talk,757,21,31,0,3,1,1,57
only a,757,11,13,2,1,4,1,32
to let,757,7,13,2,2,0,0,24
it ain’t,757,7,12,1,0,0,0,20
the goal,757,7,10,2,0,0,0,19
chicago cubs,757,6,6,0,0,0,0,12
20 yrs,756,12,24,6,1,3,2,48
great again,756,2,1,0,0,0,0,3
i probably,755,27,23,4,6,7,0,67
to turn,755,6,17,3,1,0,1,28
podcast on,755,13,12,2,0,0,0,27
it -,755,12,10,1,0,2,1,26
rock music,755,7,11,1,1,1,0,21
everything that,755,4,11,0,0,0,0,15
orange county,755,5,3,0,1,1,0,10
maga trump,755,0,1,0,0,0,0,1
and game,754,72,26,13,6,6,0,123
me alone,754,9,16,4,0,5,0,34
you be,754,11,11,1,1,1,1,26
called life,754,7,7,3,0,1,0,18
3 2,754,2,2,0,0,0,0,4
to earn,754,2,2,0,0,0,0,4
of her,753,3,36,1,0,3,0,43
about how,753,15,19,0,1,1,0,36
got me,753,8,14,2,0,4,1,29
got my,753,12,12,1,1,2,0,28
husband proud,753,9,0,0,0,0,0,9
medium copy,753,1,7,0,1,0,0,9
2 kids,752,5,17,1,1,0,0,24
arizona state,752,9,8,0,0,0,0,17
family of,752,2,7,0,0,0,0,9
conservative and,752,1,0,0,0,0,0,1
this point,751,19,41,10,6,7,0,83
2 and,751,16,19,1,2,6,1,45
gamer streamer,750,24,20,6,8,5,0,63
and they,750,14,15,3,1,6,0,39
critical care,750,13,22,2,0,1,0,38
there's no,750,6,15,0,2,2,1,26
and coming,750,15,3,2,0,5,0,25
man is,750,4,5,0,1,2,0,12
fishing and,750,4,0,0,0,0,0,4
and pop,749,34,31,4,3,3,0,75
d student,749,21,40,6,2,3,0,72
on an,749,22,17,4,1,0,0,44
make up,749,12,16,1,0,6,1,36
sharing the,749,4,2,0,0,0,1,7
health policy,748,34,71,1,0,3,1,110
d candidate,748,31,66,4,0,5,1,107
please be,748,39,43,8,4,10,0,104
you're a,748,26,15,4,3,6,4,58
them all,748,8,21,1,3,2,0,35
a loving,748,10,4,2,0,0,0,16
managing partner,748,2,3,0,0,1,0,6
all mine,747,31,80,1,0,4,0,116
long walks,747,15,19,2,2,3,0,41
somewhere in,747,8,13,0,2,2,1,26
the resistance,747,6,16,0,0,1,0,23
m o,747,1,9,1,1,2,0,14
ba in,746,33,43,4,5,7,0,92
substack com,746,24,28,5,0,0,0,57
it's just,746,18,18,1,2,1,0,40
pay me,746,10,19,3,3,2,0,37
masters in,746,14,17,4,1,1,0,37
and director,746,16,11,2,1,2,0,32
i'm me,746,6,7,0,0,1,2,16
one time,745,26,22,2,2,2,0,54
is hard,745,9,19,2,3,2,1,36
get off,745,12,14,1,0,3,1,31
casual gamer,744,40,35,5,4,4,1,89
on discord,744,41,24,7,5,7,3,87
doctoral student,744,24,43,4,1,2,0,74
an aspiring,744,36,21,4,5,3,2,71
the white,744,15,15,1,3,1,1,36
com /,744,14,13,0,2,3,0,32
not have,744,13,11,2,2,2,0,30
for others,744,12,14,0,0,0,1,27
long beach,744,6,9,0,1,0,0,16
beauty of,744,2,7,0,1,1,0,11
the entire,744,3,4,0,0,0,0,7
dot com,743,61,49,9,6,4,3,132
the opinions,743,29,15,3,1,1,1,50
bio to,743,17,7,3,1,3,0,31
be free,743,8,13,2,1,2,1,27
real and,743,7,13,1,1,2,0,24
protect the,743,7,13,1,0,0,0,21
3 amazing,743,2,8,0,0,0,0,10
some other,742,39,30,4,4,1,3,81
medical advice,742,27,40,0,0,1,0,68
trades master,742,25,15,4,1,2,0,47
responsible for,742,13,16,3,0,0,0,32
a crazy,742,7,19,1,0,0,1,28
below for,742,3,10,1,0,4,1,19
get along,742,11,5,2,0,0,0,18
thankful for,742,2,8,1,0,0,0,11
estate and,742,2,3,0,0,0,0,5
personal injury,742,0,1,0,0,0,0,1
horror movie,741,27,48,2,1,9,2,89
voting rights,741,18,41,1,0,1,0,61
and full,741,16,20,6,5,6,1,54
the wind,741,7,14,6,1,0,0,28
of washington,741,14,13,0,1,0,0,28
to check,741,6,14,4,2,0,0,26
all for,741,7,14,1,0,1,0,23
will block,740,32,29,9,6,4,0,80
also known,740,19,27,3,0,9,0,58
support my,740,17,22,2,2,2,0,45
girl and,740,1,34,0,0,5,1,41
dreams and,740,5,15,5,0,1,1,27
to raise,740,6,14,0,0,1,0,21
best way,740,6,10,1,1,2,0,20
daddy to,740,14,0,1,1,1,0,17
american dream,740,6,6,0,0,0,0,12
beautiful children,740,4,1,0,0,0,0,5
louis cardinals,740,3,1,0,0,1,0,5
bandcamp com,739,39,14,12,6,7,1,79
just having,739,17,5,1,2,1,1,27
r a,739,9,6,1,0,2,0,18
to sell,739,8,3,1,1,0,0,13
we’re your,739,0,0,0,0,0,0,0
horror and,738,53,52,13,4,11,1,134
about anything,738,22,11,0,2,1,0,36
sister daughter,738,0,26,0,0,0,0,26
contributor for,738,14,9,0,0,1,0,24
want the,738,4,11,0,2,1,1,19
disciple of,738,8,3,1,0,0,0,12
line coach,738,1,0,0,0,0,0,1
these days,737,31,33,9,1,4,0,78
cook and,737,17,22,3,2,1,0,45
a million,737,6,22,3,1,0,0,32
school counselor,737,7,23,1,0,1,0,32
a high,737,8,7,2,0,1,0,18
love in,736,8,23,4,1,5,0,41
and has,736,9,15,3,3,1,1,32
country boy,736,2,0,0,1,0,0,3
tarot reader,735,12,62,12,4,21,2,113
podcast and,735,28,14,1,1,0,0,44
a movie,735,19,11,3,1,1,0,35
coming to,735,13,17,2,0,0,1,33
and watching,735,9,12,2,3,0,1,27
fashion and,735,7,14,1,0,1,2,25
in st,735,6,9,0,0,0,1,16
passion is,735,6,3,0,0,0,0,9
dream big,735,2,6,0,0,0,0,8
just doing,734,15,30,4,6,2,0,57
wanna know,734,7,9,1,0,0,0,17
you back,734,6,4,1,0,0,0,11
love this,734,0,4,2,1,1,0,8
only no,733,39,30,9,10,3,5,96
for love,733,9,21,3,2,3,0,38
to teach,732,18,19,0,1,0,0,38
all love,732,7,14,4,1,4,2,32
from chicago,732,14,3,6,2,0,0,25
depends on,732,5,10,1,1,1,1,19
and college,732,8,7,0,0,0,0,15
of 7,732,5,4,0,1,0,0,10
a public,731,12,22,3,1,2,0,40
we don’t,731,8,21,2,0,0,0,31
institute of,731,12,7,0,2,0,0,21
can only,731,5,8,4,0,2,1,20
bring you,731,2,4,0,0,0,2,8
his own,730,27,3,0,2,0,0,32
and i’ll,730,18,12,0,0,1,1,32
fanatic and,730,15,9,3,1,0,1,29
michigan state,730,10,9,1,0,0,0,20
fly high,730,4,8,3,0,0,0,15
or whatever,729,44,35,11,6,4,1,101
think i’m,729,16,47,3,1,7,0,74
and that's,729,21,14,4,4,3,2,48
got it,729,13,8,3,0,0,0,24
on their,729,6,13,2,0,1,1,23
and home,729,6,12,0,0,0,0,18
excellence in,729,4,2,0,0,0,0,6
is committed,729,0,0,0,0,0,0,0
at work,728,20,21,0,3,1,1,46
let’s talk,728,16,19,0,4,3,0,42
i'm going,728,16,15,4,1,1,2,39
living for,728,7,22,0,0,1,0,30
keeping it,728,9,5,2,1,2,0,19
from our,728,2,5,2,0,0,0,9
only i,727,23,15,8,4,8,1,59
of real,727,6,7,2,1,1,0,17
and build,727,9,5,0,1,0,0,15
n a,727,6,6,0,0,0,0,12
es mi,727,2,5,4,0,0,0,11
talk show,727,4,2,0,1,0,0,7
1/3 of,726,34,28,4,3,6,2,77
until the,726,10,20,2,1,1,0,34
under construction,726,9,13,3,0,2,1,28
and roll,726,11,11,0,1,0,0,23
the digital,726,6,4,1,0,0,1,12
the police,725,91,88,27,9,21,1,237
things for,725,35,39,5,0,3,1,83
mind me,725,11,22,10,4,4,0,51
videos on,725,16,10,1,3,2,0,32
it do,725,4,9,0,1,3,0,17
the industry,725,4,5,1,0,3,0,13
blessed and,725,4,4,0,0,1,0,9
family love,725,1,1,0,0,0,1,3
pics of,724,23,29,6,0,3,0,61
to like,724,28,14,3,5,0,0,50
end the,724,13,12,1,1,2,1,30
up i,724,9,10,2,0,1,0,22
before the,724,11,6,1,2,1,1,22
school baseball,724,0,0,0,0,0,0,0
i didn't,723,22,20,1,2,1,0,46
public education,723,7,29,0,0,3,0,39
bass player,722,36,7,4,0,0,0,47
i'm always,721,16,15,4,1,0,0,36
and he,721,7,9,1,0,1,1,19
atlanta ga,721,7,5,0,0,0,0,12
awesome kids,721,7,4,0,0,0,0,11
advisor at,721,2,4,0,0,0,0,6
the culture,721,1,2,0,0,0,0,3
for being,720,8,17,5,1,3,2,36
for truth,720,4,6,0,0,0,0,10
writing a,719,26,47,6,6,7,1,93
data and,719,19,15,1,0,4,0,39
in music,719,16,18,1,0,0,1,36
to sing,719,14,6,4,1,2,0,27
difference in,719,1,8,1,0,0,0,10
cooking and,718,23,24,0,0,1,1,49
we're all,718,18,15,5,0,1,0,39
t a,718,8,17,1,2,2,1,31
want you,718,8,21,0,0,0,0,29
have 2,718,6,14,0,0,0,0,20
all good,718,4,7,0,0,0,2,13
and online,718,3,4,0,0,0,0,7
enjoyer of,717,69,33,8,7,3,0,120
person and,717,20,17,9,2,3,0,51
tv show,717,10,19,1,1,2,0,33
are on,717,10,9,2,4,0,1,26
with two,717,9,11,1,2,0,0,23
with other,717,11,8,1,0,0,0,20
the true,717,8,9,1,0,0,0,18
share the,717,9,6,2,0,0,0,17
of st,717,7,3,0,0,0,0,10
to fuck,716,9,9,1,1,2,1,23
with 2,716,2,9,0,1,0,1,13
wealth management,716,1,2,0,0,0,0,3
mix of,715,33,27,9,4,6,1,80
who lives,715,14,18,7,1,0,0,40
in college,715,21,9,2,2,1,1,36
identify as,715,15,8,5,1,2,2,33
top of,715,11,8,1,1,0,0,21
the wall,715,8,6,1,0,4,0,19
fitness wellness,715,0,1,0,0,2,0,3
designer for,714,52,26,4,3,3,1,89
but they,714,17,14,2,2,6,0,41
to feel,714,10,18,3,2,7,1,41
always have,714,9,15,2,0,2,0,28
of san,714,7,4,0,1,0,0,12
softball coach,714,2,5,0,0,0,0,7
no se,714,3,2,0,0,0,0,5
por la,714,2,0,0,0,1,0,3
school athletics,714,0,0,0,0,0,0,0
22 //,713,35,57,12,7,22,1,134
parent of,713,18,26,9,6,9,2,70
more i,713,14,19,6,0,1,0,40
have any,713,14,9,4,1,3,1,32
see a,713,5,17,2,3,1,1,29
licensed esthetician,713,0,25,2,1,0,0,28
of great,713,9,14,1,1,1,0,26
in northern,713,3,6,1,0,0,0,10
it happen,713,1,5,1,2,0,0,9
school c/o,713,0,0,0,0,0,0,0
dm’s open,712,48,9,7,7,6,0,77
can never,712,14,14,1,2,2,0,33
of twins,712,13,19,0,0,0,0,32
hate the,712,10,10,1,3,0,0,24
the green,712,12,5,1,1,2,0,21
consultant and,712,7,7,0,1,0,0,15
on snapchat,712,4,2,0,0,0,0,6
online classes,712,0,2,0,0,0,0,2
and educator,711,20,16,3,3,0,0,42
tech geek,711,27,7,1,2,0,0,37
a job,711,12,21,0,3,0,0,36
pro wrestler,711,15,7,1,3,2,3,31
over here,711,11,11,1,2,2,1,28
the mountains,711,11,14,0,1,0,0,26
a i,711,9,7,1,1,1,0,19
physical therapy,711,6,6,0,0,1,0,13
copy link,711,1,7,0,1,0,0,9
partner of,710,21,11,8,1,0,1,42
with this,710,17,16,1,1,2,0,37
i trust,710,3,7,0,0,0,0,10
go away,709,15,38,6,4,5,1,69
i've got,709,19,23,9,1,3,0,55
am in,709,14,15,2,3,3,0,37
and her,709,5,25,0,0,0,0,30
and over,709,20,3,0,0,1,0,24
all state,709,1,0,0,0,0,0,1
that i'm,708,15,16,1,2,4,0,38
ass and,708,15,10,5,1,2,0,33
hi im,707,25,41,18,11,12,5,112
know a,707,19,17,4,0,3,0,43
you but,707,13,20,3,0,0,0,36
what are,707,8,15,5,1,1,0,30
of iowa,707,5,14,0,1,1,0,21
guy living,707,12,0,0,1,0,0,13
artist producer,707,8,2,2,0,0,0,12
father friend,707,9,0,0,0,0,0,9
the glory,707,1,5,1,0,1,0,8
family i,707,3,4,0,0,0,0,7
affiliate of,707,2,3,0,0,0,0,5
i’m funny,706,25,42,6,3,8,0,84
just out,706,15,31,2,0,3,2,53
married mom,706,0,33,1,0,0,0,34
rock n,706,7,13,1,0,1,1,23
watch my,706,12,7,1,1,1,0,22
so we,706,4,11,0,1,0,2,18
the bible,706,7,3,2,0,0,1,13
are cool,705,58,33,4,10,4,1,110
about music,705,38,29,4,1,4,0,76
person in,705,14,24,5,1,3,1,48
resident of,705,15,22,3,0,3,0,43
choose to,705,5,16,3,1,2,0,27
safe and,705,7,11,1,2,1,0,22
managing director,705,5,14,0,1,0,0,20
humor and,704,11,29,1,1,2,0,44
the water,704,10,11,0,1,1,0,23
fear of,704,5,9,0,0,2,0,16
a country,704,5,7,0,1,0,0,13
i once,703,21,18,2,2,0,1,44
a college,703,16,17,1,2,1,0,37
i i,703,10,15,3,5,4,0,37
old soul,703,7,22,0,0,3,0,32
friends i,703,7,13,4,3,2,0,29
the reason,703,4,12,1,1,4,0,22
keynote speaker,703,9,11,0,0,1,0,21
while you,703,6,11,1,0,0,0,18
you ain’t,703,4,4,0,0,0,0,8
it's good,703,3,3,0,0,1,0,7
state football,703,2,1,0,0,0,0,3
a furry,702,81,29,12,9,6,4,141
story of,702,14,6,1,0,1,1,23
bills fan,702,9,8,0,0,0,0,17
economic development,702,2,6,0,0,1,0,9
10 000,702,2,2,0,3,0,0,7
and service,702,2,2,0,0,0,1,5
cup of,701,8,33,4,1,5,0,51
anyone who,701,14,13,1,2,4,0,34
pay for,701,15,11,1,1,2,0,30
resist fbr,701,8,16,1,0,0,0,25
anything that,701,8,10,1,4,1,0,24
alum and,701,13,10,0,0,0,0,23
the gym,701,8,5,1,1,0,0,15
of legends,700,38,19,2,5,1,0,65
and ready,700,12,15,10,2,2,0,41
d i,700,14,15,6,1,2,2,40
american and,700,6,5,0,0,0,0,11
save our,700,1,6,0,0,1,0,8
entrepreneur investor,700,3,0,0,0,0,0,3
c/o 2025,700,0,0,0,0,0,0,0
who plays,699,46,22,4,4,2,2,80
and black,699,15,30,2,6,1,1,55
my baby,699,8,17,1,1,2,0,29
not advice,699,5,8,0,0,0,0,13
live free,699,2,3,0,0,0,0,5
of words,698,22,74,0,0,3,0,99
likes are,698,44,11,4,11,2,1,73
a in,698,16,29,6,1,6,0,58
little things,698,10,22,1,0,2,0,35
christian and,698,6,1,1,0,0,1,9
get money,698,2,2,1,0,0,0,5
love cats,697,10,37,9,2,4,0,62
but always,697,16,20,2,3,7,0,48
and don’t,697,14,20,1,0,4,1,40
manager and,697,15,13,3,3,2,0,36
keep me,697,6,18,2,0,1,0,27
place where,697,10,7,2,2,1,0,22
and respect,697,6,10,1,0,1,0,18
it right,697,7,11,0,0,0,0,18
it's time,697,7,9,0,0,0,0,16
deleted at,697,3,5,3,0,1,0,12
a twitch,696,15,17,12,3,7,1,55
if it's,696,16,17,0,1,2,0,36
the darkness,696,11,14,1,0,0,0,26
rhode island,696,13,9,0,0,2,1,25
elon musk,696,9,5,3,0,1,0,18
a blessing,696,0,6,0,0,1,0,7
providing the,696,0,0,0,0,0,0,0
genshin impact,695,37,96,12,7,26,4,182
a side,695,18,30,5,3,4,1,61
i’m still,695,15,31,1,1,6,0,54
to hell,695,9,21,3,2,3,1,39
i thought,695,9,21,4,0,0,1,35
a photographer,695,8,13,1,0,3,0,25
on social,695,7,8,2,2,1,0,20
definitely not,694,36,36,3,2,7,0,84
own rts,694,23,29,2,1,1,0,56
cool and,694,15,16,2,3,7,0,43
and funny,694,15,15,6,2,2,1,41
can take,694,6,9,1,1,0,2,19
el paso,694,6,8,1,2,1,0,18
content creators,694,7,5,2,0,3,0,17
focuses on,694,3,7,1,0,0,0,11
basketball fan,694,7,3,0,0,1,0,11
hard worker,694,2,1,0,0,0,0,3
r b/soul,694,0,0,0,0,0,0,0
a music,693,15,8,2,0,0,0,25
organization dedicated,693,0,0,0,0,0,0,0
retweets endorsements,692,18,25,1,1,0,0,45
striving for,692,8,15,1,0,0,0,24
my link,692,6,6,1,1,1,0,15
carpe diem,692,5,7,0,0,0,0,12
you not,692,2,5,2,0,0,0,9
for commissions,691,45,62,20,5,18,1,151
artist of,691,29,30,4,1,4,5,73
content is,691,29,15,3,4,1,0,52
funny and,691,18,24,4,1,0,0,47
n e,691,3,21,2,0,2,0,28
even when,691,5,14,2,1,1,0,23
radio station,691,1,2,2,0,0,0,5
stocks and,691,1,0,0,0,0,0,1
amount of,690,32,30,1,3,3,2,71
and shit,690,18,16,6,2,3,1,46
i call,690,4,19,2,1,2,0,28
the air,690,14,10,1,0,1,0,26
to move,690,10,11,0,1,1,0,23
life has,690,5,9,0,0,0,0,14
of crypto,690,0,1,0,0,0,0,1
cohost of,689,57,55,8,3,5,1,129
be 18,689,33,19,13,5,5,0,75
of some,689,24,24,6,2,3,3,62
and reading,689,10,36,1,1,0,0,48
blue dot,689,2,36,0,0,0,0,38
someone else,689,10,13,1,1,1,0,26
for entertainment,689,6,4,0,0,0,0,10
site for,689,2,2,1,2,0,0,7
your mom,688,14,34,3,1,7,1,60
too seriously,688,15,15,5,0,3,0,38
dog owner,687,24,25,0,0,1,0,50
ref wl,687,9,15,4,1,0,0,29
life but,687,9,11,0,0,1,0,21
leave a,687,8,7,2,0,1,1,19
first team,687,0,0,0,0,0,0,0
a fucking,686,16,32,11,3,7,0,69
can have,686,7,17,2,0,0,0,26
and laugh,686,14,10,0,0,0,1,25
you really,686,7,8,3,1,4,0,23
o a,686,5,5,0,0,0,0,10
g o,686,4,4,1,0,0,0,9
gamer girl,685,1,95,1,1,7,0,105
on to,685,10,10,3,1,1,0,25
on xbox,685,17,7,0,1,0,0,25
- ig,685,9,10,1,2,1,0,23
the chicago,685,7,8,0,2,0,0,17
be true,685,2,12,1,0,1,1,17
you you,685,3,7,0,2,3,1,16
eagles fan,685,4,3,0,0,0,0,7
que se,685,1,1,0,0,1,0,3
