bigram,overall,he/him,she/her,they/them,he/they,she/they,multiple,pronoun list
check the,1.043,1.307,1.245,0.0,3.134,1.228,0.0,1.237
for health,1.043,1.07,1.494,1.676,0.0,0.614,0.0,1.237
as of,1.04,1.07,1.494,1.117,1.045,0.614,0.0,1.237
since 2012,1.03,1.188,1.494,0.559,1.045,0.614,0.0,1.237
well i,1.023,1.07,1.328,1.676,1.045,1.228,0.0,1.237
tips to,1.006,0.951,1.744,0.0,1.045,0.614,0.0,1.237
a shit,1.005,1.188,1.162,2.234,2.089,0.614,0.0,1.237
can also,0.994,1.307,1.079,1.117,2.089,0.614,8.741,1.237
voice over,0.972,2.02,0.664,1.117,2.089,0.614,4.371,1.237
love myself,0.97,0.594,1.744,1.117,1.045,1.228,0.0,1.237
alter ego,0.915,1.664,1.079,0.559,1.045,1.228,0.0,1.237
in many,0.904,2.139,0.83,0.559,0.0,1.228,0.0,1.237
of old,0.861,1.783,1.079,0.559,0.0,1.228,0.0,1.237
the force,0.86,1.664,1.079,0.0,0.0,1.843,4.371,1.237
of boys,0.825,0.238,2.408,0.0,0.0,0.0,0.0,1.237
but that,0.814,1.426,1.328,0.559,1.045,0.0,4.371,1.237
don’t really,0.674,1.188,1.079,1.117,1.045,1.843,8.741,1.237
things about,0.641,1.901,0.664,2.234,0.0,1.228,4.371,1.237
to message,0.624,1.545,0.581,2.793,5.223,0.614,0.0,1.237
and disney,0.615,1.664,1.162,0.0,0.0,1.843,0.0,1.237
business only,0.606,0.832,1.494,2.793,0.0,0.614,0.0,1.237
fuck around,0.599,0.713,1.494,1.676,3.134,0.614,0.0,1.237
still not,0.547,1.188,1.245,1.117,1.045,1.843,0.0,1.237
preferred pronouns,0.435,1.07,1.577,1.676,0.0,0.0,0.0,1.237
work hard,6.467,1.188,1.577,0.559,0.0,0.0,0.0,1.197
la vida,5.929,0.832,1.577,0.559,0.0,1.843,0.0,1.197
follow the,4.208,0.832,1.827,0.0,1.045,0.0,0.0,1.197
of america,3.78,1.307,1.328,0.559,2.089,0.0,0.0,1.197
enjoy life,3.727,1.783,0.83,1.676,0.0,1.228,0.0,1.197
the process,3.565,1.664,1.245,0.0,1.045,0.0,0.0,1.197
san antonio,3.376,1.307,1.411,0.559,0.0,0.614,0.0,1.197
for bookings,2.966,1.426,0.581,2.234,2.089,3.071,0.0,1.197
new album,2.478,2.02,0.913,0.0,0.0,1.228,0.0,1.197
and what,2.423,1.307,1.162,1.117,2.089,0.614,0.0,1.197
for every,2.323,0.951,1.744,0.0,0.0,0.614,0.0,1.197
follow you,2.314,1.664,0.913,1.117,1.045,0.614,4.371,1.197
it or,2.292,1.07,1.494,0.0,1.045,1.228,0.0,1.197
for everything,2.292,1.07,1.577,0.559,0.0,0.614,0.0,1.197
for us,2.285,1.07,1.328,0.559,0.0,1.843,4.371,1.197
you must,2.285,0.832,1.162,2.234,2.089,1.228,4.371,1.197
https //soundcloud,2.277,2.02,0.581,1.676,2.089,0.614,0.0,1.197
who love,2.274,0.713,1.577,0.559,1.045,1.228,4.371,1.197
help others,2.169,1.545,1.079,1.117,1.045,0.0,4.371,1.197
am here,2.158,1.783,0.83,1.117,0.0,1.843,0.0,1.197
covering the,2.052,1.426,1.328,1.117,0.0,0.0,0.0,1.197
the perfect,2.037,0.713,1.661,1.676,0.0,0.614,0.0,1.197
know who,1.84,0.832,1.661,0.559,0.0,1.228,0.0,1.197
faith in,1.818,0.832,1.661,0.559,1.045,0.614,0.0,1.197
wife daughter,1.818,0.119,2.408,0.0,0.0,0.0,0.0,1.197
fan in,1.78,1.426,1.162,1.117,1.045,0.614,0.0,1.197
your soul,1.774,0.832,1.744,0.559,0.0,0.614,0.0,1.197
board certified,1.745,0.713,1.91,0.0,0.0,0.0,4.371,1.197
of others,1.714,1.545,1.245,0.559,1.045,0.0,0.0,1.197
or you,1.69,2.139,0.415,1.117,2.089,1.228,4.371,1.197
the east,1.664,1.188,0.996,1.676,1.045,1.843,4.371,1.197
during the,1.616,1.783,1.079,0.0,0.0,0.0,8.741,1.197
in ny,1.587,1.307,1.494,0.559,0.0,0.0,0.0,1.197
dream of,1.57,1.188,1.162,1.117,2.089,0.614,4.371,1.197
come from,1.552,1.545,1.162,0.0,0.0,1.228,4.371,1.197
the golden,1.519,0.951,1.661,0.559,0.0,0.614,0.0,1.197
us all,1.513,0.951,1.411,1.676,0.0,1.228,0.0,1.197
for them,1.479,1.783,0.415,1.117,5.223,1.843,0.0,1.197
backup account,1.473,1.07,1.328,1.117,0.0,0.614,8.741,1.197
guy and,1.433,3.209,0.083,0.0,2.089,0.0,0.0,1.197
for collabs,1.414,1.426,0.332,2.234,5.223,2.457,4.371,1.197
i found,1.401,0.832,1.661,0.0,0.0,1.843,0.0,1.197
of illinois,1.394,1.307,1.411,1.117,0.0,0.0,0.0,1.197
not have,1.366,1.545,0.913,1.117,2.089,1.228,0.0,1.197
someone to,1.346,1.664,0.83,1.676,1.045,0.614,4.371,1.197
living for,1.337,0.832,1.827,0.0,0.0,0.614,0.0,1.197
end the,1.33,1.545,0.996,0.559,1.045,1.228,4.371,1.197
and her,1.302,0.594,2.076,0.0,0.0,0.0,0.0,1.197
what are,1.299,0.951,1.245,2.793,1.045,0.614,0.0,1.197
love i,1.278,1.07,1.162,1.676,1.045,1.843,0.0,1.197
is how,1.242,1.901,0.747,2.234,0.0,0.614,0.0,1.197
just one,1.232,0.713,1.577,1.676,0.0,1.228,0.0,1.197
we were,1.229,0.951,1.661,0.559,0.0,0.614,0.0,1.197
the line,1.216,1.545,1.162,0.0,2.089,0.614,0.0,1.197
name of,1.199,1.783,0.747,0.559,1.045,2.457,0.0,1.197
for someone,1.194,1.664,0.996,0.0,2.089,0.614,4.371,1.197
water and,1.194,1.188,1.079,0.559,4.178,1.228,0.0,1.197
music in,1.177,1.664,0.996,1.676,0.0,0.614,0.0,1.197
learning about,1.159,1.426,1.245,1.676,0.0,0.0,0.0,1.197
and getting,1.124,1.07,1.328,0.0,2.089,1.843,0.0,1.197
but love,1.095,1.07,1.328,1.117,1.045,1.228,0.0,1.197
over it,1.071,1.07,1.328,1.676,1.045,0.614,0.0,1.197
life-long learner,1.056,0.475,1.91,0.0,0.0,1.843,0.0,1.197
and nothing,1.049,0.475,1.577,1.117,2.089,1.843,0.0,1.197
alot of,1.036,1.783,0.747,1.117,2.089,0.614,4.371,1.197
fan lover,1.032,1.188,1.411,1.117,0.0,0.614,0.0,1.197
i must,1.018,1.307,1.162,1.117,1.045,1.228,0.0,1.197
sex and,1.014,0.951,1.328,1.117,2.089,0.614,4.371,1.197
creator i,1.014,1.901,0.498,0.559,3.134,1.843,4.371,1.197
i’d rather,1.003,0.951,1.744,0.559,0.0,0.0,0.0,1.197
act like,0.997,1.188,1.162,1.676,2.089,0.614,0.0,1.197
drink and,0.972,1.664,1.162,1.117,0.0,0.0,0.0,1.197
my insta,0.937,0.475,1.494,2.234,2.089,1.228,0.0,1.197
all forms,0.915,0.951,1.245,1.676,2.089,1.228,0.0,1.197
forms of,0.896,1.426,0.996,1.676,2.089,0.614,0.0,1.197
georgia tech,0.885,1.664,0.83,0.559,1.045,1.843,4.371,1.197
tv film,0.606,1.07,1.661,0.559,0.0,0.0,0.0,1.197
mad at,0.417,0.951,1.245,1.676,1.045,1.843,0.0,1.197
write code,0.415,2.615,0.332,1.676,0.0,0.614,0.0,1.197
truth and,3.108,0.357,2.076,0.0,0.0,0.614,0.0,1.157
let’s go,2.917,1.188,1.162,0.559,1.045,1.843,0.0,1.157
breaking news,2.682,0.832,1.661,0.0,1.045,0.614,0.0,1.157
day to,2.562,1.07,1.162,0.559,1.045,1.843,4.371,1.157
my beautiful,2.421,1.426,1.162,1.117,0.0,0.614,0.0,1.157
as we,2.344,1.664,0.996,0.0,0.0,1.843,0.0,1.157
matter what,2.263,1.664,0.996,0.559,0.0,1.228,0.0,1.157
school and,2.182,0.475,1.411,1.117,1.045,2.457,4.371,1.157
and founder,2.171,1.783,0.664,0.0,3.134,1.843,0.0,1.157
years and,2.136,1.783,0.996,0.0,1.045,0.614,0.0,1.157
long island,2.11,2.02,0.83,1.117,0.0,0.0,0.0,1.157
who believes,2.044,1.188,1.328,1.117,1.045,0.0,0.0,1.157
world i,1.978,0.713,1.494,1.117,1.045,0.614,4.371,1.157
15 years,1.976,1.664,0.83,1.117,3.134,0.0,0.0,1.157
and working,1.965,1.545,1.162,0.0,2.089,0.0,0.0,1.157
it on,1.958,1.426,1.079,1.117,0.0,0.614,4.371,1.157
watch the,1.899,1.188,1.079,2.234,1.045,0.614,0.0,1.157
sports lover,1.886,0.713,1.744,0.0,1.045,0.614,0.0,1.157
the party,1.866,1.307,1.162,1.117,1.045,0.614,0.0,1.157
don't let,1.84,1.188,0.913,2.793,1.045,1.228,0.0,1.157
will get,1.807,1.426,0.83,1.676,3.134,0.614,0.0,1.157
world one,1.782,1.307,1.245,1.117,0.0,0.0,4.371,1.157
down for,1.741,1.545,0.996,1.117,2.089,0.0,0.0,1.157
here we,1.739,1.07,1.411,1.117,0.0,0.614,0.0,1.157
live with,1.677,0.832,1.494,1.117,1.045,0.614,0.0,1.157
goes on,1.664,1.188,1.245,2.234,0.0,0.0,0.0,1.157
civil engineer,1.655,1.545,1.079,0.0,3.134,0.0,0.0,1.157
that's all,1.633,1.307,1.079,1.117,2.089,0.614,0.0,1.157
love love,1.62,0.357,1.91,1.117,1.045,0.0,0.0,1.157
by nature,1.613,0.951,1.661,0.0,0.0,0.614,0.0,1.157
a fuck,1.613,1.07,0.83,3.351,2.089,0.614,4.371,1.157
we go,1.598,1.188,1.245,1.117,0.0,0.614,4.371,1.157
it’s the,1.591,1.307,1.162,0.0,2.089,1.228,0.0,1.157
your eyes,1.534,1.426,0.996,1.117,1.045,1.228,0.0,1.157
a dm,1.491,1.664,0.83,1.117,1.045,1.228,0.0,1.157
of arizona,1.488,1.188,1.411,0.559,0.0,0.614,0.0,1.157
of knowledge,1.48,1.426,1.245,0.0,0.0,1.228,0.0,1.157
of california,1.477,2.615,0.415,0.0,1.045,0.614,0.0,1.157
in politics,1.466,1.901,0.913,0.0,0.0,1.228,0.0,1.157
every time,1.449,1.188,1.162,1.676,1.045,0.614,0.0,1.157
made it,1.425,1.07,1.411,0.0,2.089,0.614,0.0,1.157
girl from,1.422,0.238,2.076,0.559,0.0,0.614,0.0,1.157
and two,1.412,1.307,1.328,0.559,0.0,0.614,0.0,1.157
junkie and,1.4,2.139,0.83,0.0,1.045,0.0,0.0,1.157
got me,1.383,0.951,1.162,1.117,0.0,2.457,4.371,1.157
fanatic and,1.341,1.783,0.747,1.676,1.045,0.0,4.371,1.157
vote for,1.328,1.783,0.996,0.559,0.0,0.614,0.0,1.157
want you,1.319,0.951,1.744,0.0,0.0,0.0,0.0,1.157
see a,1.31,0.594,1.411,1.117,3.134,0.614,4.371,1.157
my baby,1.284,0.951,1.411,0.559,1.045,1.228,0.0,1.157
ref wl,1.262,1.07,1.245,2.234,1.045,0.0,0.0,1.157
the face,1.251,1.545,0.996,1.117,0.0,1.228,0.0,1.157
travel enthusiast,1.245,0.357,1.993,0.559,0.0,0.614,0.0,1.157
for one,1.232,1.545,1.079,0.559,0.0,1.228,0.0,1.157
keep on,1.196,0.951,1.411,1.676,0.0,0.0,4.371,1.157
since 2016,1.19,1.307,0.996,1.117,1.045,1.843,0.0,1.157
comments are,1.179,1.426,1.079,0.559,1.045,0.614,4.371,1.157
may the,1.148,1.426,1.079,0.559,0.0,1.228,4.371,1.157
my dick,1.144,1.664,0.664,1.117,4.178,0.614,0.0,1.157
media relations,1.137,1.545,1.245,0.559,0.0,0.0,0.0,1.157
storm chaser,1.128,1.901,0.664,0.0,2.089,1.228,4.371,1.157
just as,1.113,0.951,1.245,2.234,2.089,0.0,0.0,1.157
use it,1.102,1.664,0.747,2.234,2.089,0.0,0.0,1.157
i ever,1.074,0.951,1.245,1.117,2.089,1.228,0.0,1.157
of democracy,1.06,1.188,1.411,0.559,1.045,0.0,0.0,1.157
consultant for,1.052,1.426,1.328,0.0,0.0,0.614,0.0,1.157
number 1,1.03,1.307,1.079,1.117,0.0,1.843,0.0,1.157
of justice,0.986,0.832,1.494,1.117,1.045,0.614,0.0,1.157
school board,0.979,1.545,1.328,0.0,0.0,0.0,0.0,1.157
in ca,0.979,1.545,0.996,0.0,1.045,1.843,0.0,1.157
content i,0.97,1.426,0.913,1.117,2.089,1.228,0.0,1.157
just not,0.966,1.188,1.245,1.117,0.0,0.0,8.741,1.157
more fun,0.959,1.307,1.079,1.676,1.045,0.614,0.0,1.157
wife i,0.953,1.426,1.328,0.0,0.0,0.614,0.0,1.157
the words,0.928,1.07,1.245,0.559,1.045,1.843,0.0,1.157
attorney and,0.907,1.188,1.494,0.0,0.0,0.614,0.0,1.157
playing with,0.9,1.188,1.245,0.559,2.089,0.614,0.0,1.157
and fuck,0.874,1.188,1.079,2.234,1.045,0.614,0.0,1.157
computer geek,0.871,2.496,0.498,0.559,0.0,0.614,0.0,1.157
of dreams,0.854,1.07,1.328,0.559,1.045,1.228,0.0,1.157
yes i'm,0.815,0.951,0.996,2.793,2.089,1.228,0.0,1.157
that plays,0.759,1.664,0.664,2.793,1.045,0.614,0.0,1.157
a software,0.757,1.901,0.747,1.117,0.0,0.614,4.371,1.157
books on,0.735,1.07,1.494,0.0,1.045,0.614,0.0,1.157
christ follower,5.837,1.307,1.328,0.0,0.0,0.614,0.0,1.117
the united,5.503,1.664,0.83,1.117,1.045,0.614,0.0,1.117
and business,4.202,1.307,0.996,0.0,0.0,1.843,8.741,1.117
helping people,4.18,1.664,1.079,0.0,1.045,0.0,0.0,1.117
http //t,4.123,2.139,0.581,0.0,3.134,0.0,0.0,1.117
coach and,4.011,1.664,0.913,0.559,2.089,0.0,0.0,1.117
mother and,3.526,0.357,1.993,0.559,0.0,0.0,0.0,1.117
children and,3.504,0.713,1.661,0.559,0.0,0.614,0.0,1.117
pursuit of,3.255,1.07,1.494,0.0,0.0,0.614,0.0,1.117
open minded,3.157,1.188,1.245,0.0,1.045,1.228,0.0,1.117
local news,3.01,0.832,1.744,0.0,0.0,0.0,0.0,1.117
visit my,2.704,1.188,1.162,1.117,0.0,1.228,0.0,1.117
mommy of,2.52,0.0,1.827,1.676,0.0,1.228,4.371,1.117
as they,2.356,1.188,1.245,1.117,0.0,0.0,4.371,1.117
find your,2.34,1.307,0.913,1.676,2.089,0.614,0.0,1.117
living a,2.285,1.307,1.245,0.0,1.045,0.614,0.0,1.117
for sale,2.261,1.188,0.913,1.676,2.089,1.228,0.0,1.117
trust the,2.195,1.426,1.162,0.0,0.0,1.228,0.0,1.117
author speaker,2.191,1.426,1.245,0.0,0.0,0.614,0.0,1.117
of his,2.175,2.852,0.249,0.0,0.0,0.0,4.371,1.117
and see,2.153,1.188,1.162,1.676,0.0,0.614,0.0,1.117
had to,2.009,1.07,1.328,1.117,0.0,0.614,0.0,1.117
a different,2.002,0.832,1.411,0.559,3.134,0.0,0.0,1.117
mind and,2.0,1.307,0.913,1.117,2.089,0.0,8.741,1.117
moved to,1.991,1.664,0.913,0.0,2.089,0.0,4.371,1.117
good music,1.96,1.07,1.494,0.0,0.0,0.614,0.0,1.117
in atlanta,1.943,1.545,0.913,1.117,1.045,0.614,0.0,1.117
life on,1.925,0.832,1.661,0.0,0.0,0.614,0.0,1.117
more to,1.877,1.426,0.996,1.117,1.045,0.614,0.0,1.117
with people,1.831,2.02,0.83,0.0,0.0,0.614,0.0,1.117
you believe,1.804,1.307,1.245,0.0,0.0,0.614,4.371,1.117
over 30,1.794,1.07,1.328,1.676,0.0,0.0,0.0,1.117
http //youtu,1.662,1.901,0.664,0.0,1.045,1.843,0.0,1.117
married and,1.638,1.07,0.996,1.117,2.089,1.228,4.371,1.117
would love,1.638,1.545,0.747,1.117,2.089,1.228,0.0,1.117
p s,1.585,1.426,1.079,1.117,0.0,0.614,0.0,1.117
gym rat,1.576,1.664,0.996,0.559,0.0,0.614,0.0,1.117
and 1,1.552,0.951,1.079,2.793,1.045,0.614,0.0,1.117
get back,1.506,0.594,1.577,1.117,1.045,0.614,0.0,1.117
physical therapist,1.469,1.188,1.328,0.0,0.0,1.228,0.0,1.117
for content,1.414,1.426,0.996,1.117,0.0,0.614,4.371,1.117
to turn,1.387,0.713,1.411,1.676,1.045,0.0,4.371,1.117
got my,1.383,1.426,0.996,0.559,1.045,1.228,0.0,1.117
the very,1.379,1.545,1.162,0.559,0.0,0.0,0.0,1.117
a crazy,1.363,0.832,1.577,0.559,0.0,0.0,4.371,1.117
of washington,1.361,1.664,1.079,0.0,1.045,0.0,0.0,1.117
the wind,1.361,0.832,1.162,3.351,1.045,0.0,0.0,1.117
under construction,1.333,1.07,1.079,1.676,0.0,1.228,4.371,1.117
licensed esthetician,1.31,0.0,2.076,1.117,1.045,0.0,0.0,1.117
i call,1.267,0.475,1.577,1.117,1.045,1.228,0.0,1.117
washington state,1.256,1.426,1.079,0.559,1.045,0.614,0.0,1.117
close to,1.254,0.832,1.577,0.0,2.089,0.0,0.0,1.117
alum -,1.227,1.901,0.83,0.0,1.045,0.614,0.0,1.117
5th grade,1.209,0.832,1.744,0.0,0.0,0.0,0.0,1.117
also the,1.207,2.258,0.415,0.559,0.0,1.228,4.371,1.117
fan who,1.203,2.02,0.664,0.559,1.045,0.614,0.0,1.117
it gets,1.196,1.664,0.581,0.0,0.0,4.299,0.0,1.117
i’m only,1.186,1.07,0.996,2.793,0.0,1.228,0.0,1.117
news reporter,1.181,0.713,1.661,0.559,0.0,0.614,0.0,1.117
unless i,1.15,0.951,0.913,2.234,2.089,0.0,13.112,1.117
that bitch,1.131,0.357,1.328,1.117,1.045,3.685,0.0,1.117
of work,1.126,1.07,1.328,1.117,0.0,0.614,0.0,1.117
of 2020,1.115,1.545,0.996,0.559,0.0,0.614,4.371,1.117
wl share,1.111,0.951,1.245,2.234,1.045,0.0,0.0,1.117
all a,1.108,1.07,1.245,0.559,2.089,0.614,0.0,1.117
it doesn't,1.071,1.307,1.079,0.559,3.134,0.0,0.0,1.117
and movie,1.062,1.901,0.83,0.559,0.0,0.614,0.0,1.117
the weather,1.058,0.951,1.245,1.676,1.045,0.614,0.0,1.117
this to,1.023,1.07,1.411,1.117,0.0,0.0,0.0,1.117
it would,1.021,0.832,1.411,0.559,1.045,0.614,4.371,1.117
native new,1.012,1.426,1.245,0.559,0.0,0.0,0.0,1.117
since 2008,0.997,0.951,1.411,0.559,0.0,1.228,0.0,1.117
or two,0.977,1.188,1.162,1.117,2.089,0.0,0.0,1.117
make them,0.968,1.307,1.162,0.559,1.045,0.614,0.0,1.117
say i'm,0.953,1.426,0.83,1.117,0.0,2.457,0.0,1.117
the food,0.904,1.307,1.245,0.0,0.0,1.228,0.0,1.117
stay safe,0.904,1.188,0.913,1.676,3.134,0.0,4.371,1.117
and taking,0.883,0.594,1.162,2.234,3.134,1.228,0.0,1.117
my diary,0.858,0.119,1.494,1.117,2.089,3.071,0.0,1.117
stream my,0.856,1.07,1.162,0.559,1.045,1.228,4.371,1.117
kill me,0.81,1.307,0.747,2.234,1.045,1.843,0.0,1.117
31 years,0.757,1.664,0.747,1.117,0.0,1.843,0.0,1.117
in hell,0.748,0.951,1.162,2.234,1.045,0.614,0.0,1.117
of small,0.738,0.951,1.079,1.117,2.089,1.843,0.0,1.117
spend my,0.731,1.307,1.245,0.559,0.0,0.0,4.371,1.117
and stories,0.724,1.307,1.079,0.559,1.045,1.228,0.0,1.117
diversity and,0.696,0.713,1.744,0.0,0.0,0.614,0.0,1.117
than people,0.645,0.594,1.494,1.117,0.0,1.228,4.371,1.117
her way,0.538,0.119,1.91,0.0,0.0,2.457,0.0,1.117
twitter bio,0.516,1.664,0.664,1.117,4.178,0.0,0.0,1.117
profile is,0.501,1.783,0.913,1.117,0.0,0.0,0.0,1.117
country music,4.013,1.188,1.162,0.0,0.0,1.843,0.0,1.077
business and,3.855,1.545,0.913,1.117,0.0,0.614,0.0,1.077
for booking,3.806,0.832,0.581,5.027,3.134,0.0,4.371,1.077
proud husband,3.622,3.09,0.0,0.0,1.045,0.0,0.0,1.077
fan for,3.207,1.188,1.162,0.559,2.089,0.0,0.0,1.077
a family,3.159,0.594,1.577,1.117,1.045,0.0,0.0,1.077
ig -,2.869,0.951,1.162,2.234,0.0,0.614,0.0,1.077
live your,2.797,0.475,1.494,2.234,1.045,0.0,0.0,1.077
and ceo,2.748,1.545,1.079,0.559,0.0,0.0,0.0,1.077
sports music,2.617,1.901,0.83,0.559,0.0,0.0,0.0,1.077
e a,2.406,0.832,0.83,2.234,2.089,2.457,0.0,1.077
to connect,2.314,1.188,1.162,1.117,0.0,0.0,4.371,1.077
men and,2.281,1.545,0.747,1.117,0.0,1.843,0.0,1.077
we live,2.239,1.188,1.079,1.117,0.0,0.614,4.371,1.077
this life,2.219,0.951,1.411,0.559,0.0,0.614,0.0,1.077
to explore,2.173,2.02,0.415,1.676,0.0,1.228,0.0,1.077
s t,2.097,1.664,0.664,1.676,2.089,0.0,0.0,1.077
click link,2.096,1.07,0.747,1.676,1.045,2.457,4.371,1.077
sports teams,2.094,1.783,0.913,0.0,0.0,0.614,0.0,1.077
hit the,2.081,1.664,0.581,1.117,4.178,0.0,0.0,1.077
and learn,1.995,1.426,1.079,0.559,1.045,0.0,0.0,1.077
a n,1.965,0.713,1.328,1.117,1.045,0.614,4.371,1.077
them to,1.956,0.951,1.328,0.0,3.134,0.0,0.0,1.077
the old,1.846,2.258,0.415,1.117,1.045,0.0,0.0,1.077
want it,1.837,0.594,1.245,1.117,1.045,1.843,4.371,1.077
meant to,1.704,0.951,1.245,1.676,1.045,0.0,0.0,1.077
d m,1.625,1.188,0.996,1.117,0.0,1.843,0.0,1.077
better to,1.622,1.307,0.996,0.0,1.045,1.843,0.0,1.077
years ago,1.567,0.951,1.328,0.559,0.0,0.614,4.371,1.077
less than,1.42,1.188,1.079,0.559,1.045,1.228,0.0,1.077
momma to,1.418,0.0,2.076,0.0,0.0,1.228,0.0,1.077
podcast on,1.387,1.545,0.996,1.117,0.0,0.0,0.0,1.077
be free,1.365,0.951,1.079,1.117,1.045,1.228,4.371,1.077
just having,1.357,2.02,0.415,0.559,2.089,0.614,4.371,1.077
and watching,1.35,1.07,0.996,1.117,3.134,0.0,4.371,1.077
right thing,1.333,1.426,1.079,0.0,0.0,0.614,4.371,1.077
to sing,1.321,1.664,0.498,2.234,1.045,1.228,0.0,1.077
choose to,1.295,0.594,1.328,1.676,1.045,1.228,0.0,1.077
energy and,1.284,1.901,0.747,0.559,0.0,0.614,0.0,1.077
keep me,1.28,0.713,1.494,1.117,0.0,0.614,0.0,1.077
only on,1.253,0.832,1.079,1.676,1.045,1.228,4.371,1.077
a youtuber,1.24,1.901,0.581,0.559,1.045,0.614,4.371,1.077
world where,1.232,0.951,1.328,1.117,0.0,0.614,0.0,1.077
leave the,1.216,0.832,1.328,1.117,0.0,1.228,0.0,1.077
- love,1.203,1.545,0.498,2.234,2.089,0.614,4.371,1.077
social and,1.199,1.783,0.664,0.559,0.0,0.614,8.741,1.077
after the,1.192,1.426,0.913,1.117,0.0,1.228,0.0,1.077
come back,1.177,1.188,1.079,1.117,1.045,0.614,0.0,1.077
all else,1.175,0.951,1.328,1.117,0.0,0.614,0.0,1.077
this one,1.168,1.307,1.162,0.559,0.0,0.614,0.0,1.077
or be,1.142,0.951,0.996,0.559,3.134,1.228,4.371,1.077
start a,1.133,1.07,1.245,1.117,1.045,0.0,0.0,1.077
girl that,1.117,0.0,1.993,0.0,0.0,1.843,0.0,1.077
since 2013,1.093,0.832,1.245,1.117,1.045,0.614,4.371,1.077
in healthcare,1.091,1.188,1.162,1.117,0.0,0.614,0.0,1.077
makes the,1.058,1.07,0.996,1.676,2.089,0.614,0.0,1.077
is fun,1.005,1.545,0.498,1.117,3.134,1.843,0.0,1.077
in charge,0.994,1.664,0.996,0.0,1.045,0.0,0.0,1.077
of no,0.99,1.07,1.328,0.0,0.0,1.228,0.0,1.077
should not,0.979,1.545,0.996,0.0,1.045,0.0,4.371,1.077
of u,0.964,1.307,0.996,0.559,1.045,0.614,4.371,1.077
you that,0.962,1.188,1.162,0.559,2.089,0.0,0.0,1.077
the rules,0.918,0.713,1.079,2.234,1.045,1.228,4.371,1.077
end up,0.913,1.07,1.162,0.559,2.089,0.0,4.371,1.077
boy with,0.911,2.733,0.083,0.559,2.089,0.0,0.0,1.077
/ the,0.905,1.07,0.83,3.351,0.0,0.614,4.371,1.077
it as,0.902,1.426,1.162,0.559,0.0,0.0,0.0,1.077
follow at,0.858,1.426,0.581,1.676,2.089,1.228,4.371,1.077
wine enthusiast,0.821,1.07,1.494,0.0,0.0,0.0,0.0,1.077
which i,0.804,1.307,1.245,0.0,0.0,0.614,0.0,1.077
fucked up,0.782,1.188,0.83,2.793,1.045,0.614,0.0,1.077
a degree,0.764,1.545,0.996,0.559,0.0,0.614,0.0,1.077
and use,0.755,0.713,0.913,2.793,4.178,0.0,4.371,1.077
through it,0.733,0.832,1.411,1.117,1.045,0.0,0.0,1.077
the politics,0.65,1.188,1.245,0.0,1.045,0.614,0.0,1.077
anime music,0.5,1.307,0.83,0.559,1.045,2.457,0.0,1.077
coach at,9.655,1.07,1.411,0.0,0.0,0.0,0.0,1.037
n o,8.629,0.951,1.162,0.559,2.089,0.614,0.0,1.037
and beyond,3.335,1.07,1.162,1.117,0.0,0.0,4.371,1.037
texas tech,2.963,1.426,1.162,0.0,0.0,0.0,0.0,1.037
a member,2.43,1.783,0.332,2.234,2.089,0.614,0.0,1.037
laugh love,2.294,0.594,0.913,1.676,2.089,3.071,0.0,1.037
website for,2.281,0.713,1.079,1.676,0.0,1.843,4.371,1.037
to offer,2.233,1.07,1.162,0.559,1.045,0.614,0.0,1.037
the voice,2.123,1.426,0.83,1.117,1.045,0.614,0.0,1.037
never forget,2.064,1.901,0.747,0.559,0.0,0.0,0.0,1.037
back and,1.978,0.951,0.996,2.234,1.045,0.614,0.0,1.037
hate me,1.974,0.594,0.913,3.91,2.089,0.0,4.371,1.037
life the,1.962,0.951,1.245,1.676,0.0,0.0,0.0,1.037
the ohio,1.929,1.307,1.162,0.0,1.045,0.0,0.0,1.037
i ain’t,1.925,1.07,1.079,1.117,0.0,1.228,0.0,1.037
new music,1.906,2.02,0.498,0.559,1.045,0.614,0.0,1.037
hard and,1.785,1.545,0.747,0.559,1.045,1.228,0.0,1.037
and stay,1.772,1.07,1.245,0.0,0.0,1.228,0.0,1.037
worry about,1.76,1.188,1.245,0.0,1.045,0.0,0.0,1.037
meet new,1.743,2.02,0.415,0.559,2.089,0.614,0.0,1.037
you on,1.741,1.188,0.996,1.117,2.089,0.0,0.0,1.037
and owner,1.725,1.307,0.747,1.117,2.089,1.228,0.0,1.037
a collection,1.717,0.951,1.162,1.676,1.045,0.0,0.0,1.037
yankees fan,1.686,1.545,1.079,0.0,0.0,0.0,0.0,1.037
of women,1.677,0.0,1.91,0.0,0.0,1.843,0.0,1.037
being the,1.653,1.188,0.913,1.676,2.089,0.0,0.0,1.037
to three,1.592,0.594,1.411,0.0,1.045,1.843,0.0,1.037
only way,1.589,0.832,0.913,3.351,0.0,1.228,0.0,1.037
something to,1.581,0.832,1.079,2.234,0.0,0.614,4.371,1.037
has the,1.578,1.426,0.664,1.117,2.089,1.228,0.0,1.037
a healthy,1.569,1.664,0.83,0.0,0.0,1.228,0.0,1.037
it has,1.537,1.07,1.245,0.559,0.0,0.614,0.0,1.037
new mexico,1.535,1.426,0.747,1.117,3.134,0.0,0.0,1.037
come on,1.535,1.07,0.83,1.117,1.045,2.457,0.0,1.037
to new,1.534,1.545,0.83,0.559,1.045,0.614,0.0,1.037
